mode,date,tap,loc,count
bus,20160811,on,2258,258
bus,20160811,on,2284,952
bus,20160811,on,2285,1197
bus,20160811,on,2286,199
bus,20160811,on,2287,1615
bus,20160811,on,2257,1764
bus,20160811,on,2203,1811
bus,20160811,on,2765,491
bus,20160811,on,2256,2394
bus,20160811,on,2171,1205
bus,20160811,on,2516,408
bus,20160811,on,2046,4455
bus,20160811,on,2047,4646
bus,20160811,on,2044,966
bus,20160811,on,2045,1341
bus,20160811,on,2042,8204
bus,20160811,on,2043,480
bus,20160811,on,2040,6615
bus,20160811,on,2041,3457
bus,20160811,on,2107,879
bus,20160811,on,2278,105
bus,20160811,on,2048,531
bus,20160811,on,2049,1446
bus,20160811,on,2168,3358
bus,20160811,on,2166,3079
bus,20160811,on,2165,5499
bus,20160811,on,2164,2366
bus,20160811,on,2167,890
bus,20160811,on,2148,15513
bus,20160811,on,2159,332
bus,20160811,on,2160,3756
bus,20160811,on,2163,569
bus,20160811,on,2162,1393
bus,20160811,on,2143,210
bus,20160811,on,2299,1359
bus,20160811,on,2298,704
bus,20160811,on,2779,253
bus,20160811,on,2293,41
bus,20160811,on,2292,1019
bus,20160811,on,2291,351
bus,20160811,on,2290,2535
bus,20160811,on,2297,187
bus,20160811,on,2296,209
bus,20160811,on,2295,241
bus,20160811,on,2294,95
bus,20160811,on,2190,1559
bus,20160811,on,2191,342
bus,20160811,on,2192,767
bus,20160811,on,2193,1070
bus,20160811,on,2194,4199
bus,20160811,on,2161,1060
bus,20160811,on,2196,1744
bus,20160811,on,2197,626
bus,20160811,on,2198,397
bus,20160811,on,2199,984
bus,20160811,on,2560,8083
bus,20160811,on,2502,1385
bus,20160811,on,2200,9274
bus,20160811,on,2050,12160
bus,20160811,on,2128,268
bus,20160811,on,2204,5769
bus,20160811,on,2205,424
bus,20160811,on,2057,600
bus,20160811,on,2207,1776
bus,20160811,on,2208,1202
bus,20160811,on,2209,886
bus,20160811,on,2563,67
bus,20160811,on,2565,1547
bus,20160811,on,2564,980
bus,20160811,on,2567,1486
bus,20160811,on,2566,1768
bus,20160811,on,2118,2270
bus,20160811,on,2119,241
bus,20160811,on,2263,1554
bus,20160811,on,2110,1283
bus,20160811,on,2111,3448
bus,20160811,on,2112,6078
bus,20160811,on,2113,13201
bus,20160811,on,2114,2513
bus,20160811,on,2115,1457
bus,20160811,on,2116,1397
bus,20160811,on,2117,1905
bus,20160811,on,2330,959
bus,20160811,on,2773,169
bus,20160811,on,2264,550
bus,20160811,on,2752,63
bus,20160811,on,2122,5463
bus,20160811,on,2229,1201
bus,20160811,on,2334,125
bus,20160811,on,2335,481
bus,20160811,on,2213,1066
bus,20160811,on,2212,1278
bus,20160811,on,2211,2576
bus,20160811,on,2210,2328
bus,20160811,on,2217,3187
bus,20160811,on,2216,4763
bus,20160811,on,2214,831
bus,20160811,on,2158,614
bus,20160811,on,2219,899
bus,20160811,on,2218,415
bus,20160811,on,2265,300
bus,20160811,on,2220,8298
bus,20160811,on,2150,27007
bus,20160811,on,2024,3741
bus,20160811,on,2025,847
bus,20160811,on,2026,12690
bus,20160811,on,2027,1971
bus,20160811,on,2020,4979
bus,20160811,on,2021,8861
bus,20160811,on,2022,22241
bus,20160811,on,2023,1294
bus,20160811,on,2103,2205
bus,20160811,on,2102,716
bus,20160811,on,2101,2358
bus,20160811,on,2100,8226
bus,20160811,on,2028,1184
bus,20160811,on,2029,2129
bus,20160811,on,2105,83
bus,20160811,on,2104,78
bus,20160811,on,2232,2082
bus,20160811,on,2750,5025
bus,20160811,on,2151,3412
bus,20160811,on,2234,2493
bus,20160811,on,2519,965
bus,20160811,on,2570,1191
bus,20160811,on,2528,1034
bus,20160811,on,2758,106
bus,20160811,on,2136,824
bus,20160811,on,2137,2156
bus,20160811,on,2134,7022
bus,20160811,on,2135,7263
bus,20160811,on,2132,750
bus,20160811,on,2133,1295
bus,20160811,on,2130,265
bus,20160811,on,2131,2908
bus,20160811,on,2226,474
bus,20160811,on,2227,330
bus,20160811,on,2224,769
bus,20160811,on,2225,294
bus,20160811,on,2222,1009
bus,20160811,on,2223,559
bus,20160811,on,2138,1658
bus,20160811,on,2221,1499
bus,20160811,on,2037,7988
bus,20160811,on,2036,4839
bus,20160811,on,2035,14254
bus,20160811,on,2034,6812
bus,20160811,on,2033,16507
bus,20160811,on,2032,8898
bus,20160811,on,2031,20285
bus,20160811,on,2030,2207
bus,20160811,on,2749,528
bus,20160811,on,2506,523
bus,20160811,on,2505,364
bus,20160811,on,2251,1167
bus,20160811,on,2039,5279
bus,20160811,on,2038,3976
bus,20160811,on,2756,718
bus,20160811,on,2759,898
bus,20160811,on,2206,1782
bus,20160811,on,2518,1868
bus,20160811,on,2558,382
bus,20160811,on,2250,8071
bus,20160811,on,2530,1728
bus,20160811,on,2780,916
bus,20160811,on,2121,3925
bus,20160811,on,2120,2578
bus,20160811,on,2088,9904
bus,20160811,on,2089,8889
bus,20160811,on,2125,3975
bus,20160811,on,2228,1230
bus,20160811,on,2127,2162
bus,20160811,on,2126,2848
bus,20160811,on,2082,231
bus,20160811,on,2083,83
bus,20160811,on,2233,1136
bus,20160811,on,2081,313
bus,20160811,on,2086,2835
bus,20160811,on,2087,2590
bus,20160811,on,2084,752
bus,20160811,on,2085,1575
bus,20160811,on,2000,143234
bus,20160811,on,2007,6280
bus,20160811,on,2533,152
bus,20160811,on,2008,3673
bus,20160811,on,2009,2664
bus,20160811,on,2763,1837
bus,20160811,on,2754,79
bus,20160811,off,2095,4233
bus,20160811,off,2094,532
bus,20160811,off,2097,1723
bus,20160811,off,2096,1353
bus,20160811,off,2090,3220
bus,20160811,off,2093,4538
bus,20160811,off,2092,1056
bus,20160811,off,2099,6762
bus,20160811,off,2323,1635
bus,20160811,off,2322,607
bus,20160811,off,2321,633
bus,20160811,off,2320,1835
bus,20160811,off,2327,302
bus,20160811,off,2326,104
bus,20160811,off,2325,962
bus,20160811,off,2324,1124
bus,20160811,off,2230,953
bus,20160811,off,2529,1982
bus,20160811,off,2170,12182
bus,20160811,off,2154,7219
bus,20160811,off,2155,6479
bus,20160811,off,2156,229
bus,20160811,off,2157,51
bus,20160811,off,2019,1988
bus,20160811,off,2018,4995
bus,20160811,off,2152,1254
bus,20160811,off,2153,8648
bus,20160811,off,2015,3350
bus,20160811,off,2745,753
bus,20160811,off,2017,6034
bus,20160811,off,2016,3376
bus,20160811,off,2011,1914
bus,20160811,off,2010,23080
bus,20160811,off,2308,971
bus,20160811,off,2767,1505
bus,20160811,off,2747,1827
bus,20160811,off,2525,855
bus,20160811,off,2508,514
bus,20160811,off,2262,316
bus,20160811,off,2760,2913
bus,20160811,off,2106,726
bus,20160811,off,2260,1088
bus,20160811,off,2515,520
bus,20160811,off,2748,101
bus,20160811,off,2261,4245
bus,20160811,off,2179,94
bus,20160811,off,2761,2005
bus,20160811,off,2318,785
bus,20160811,off,2319,196
bus,20160811,off,2316,221
bus,20160811,off,2317,621
bus,20160811,off,2315,370
bus,20160811,off,2502,1318
bus,20160811,off,2068,3659
bus,20160811,off,2069,1120
bus,20160811,off,2145,7052
bus,20160811,off,2144,2061
bus,20160811,off,-1,66440
bus,20160811,off,2142,3127
bus,20160811,off,2141,3610
bus,20160811,off,2140,964
bus,20160811,off,2060,9930
bus,20160811,off,2061,477
bus,20160811,off,2062,1527
bus,20160811,off,2063,1041
bus,20160811,off,2064,840
bus,20160811,off,2065,8958
bus,20160811,off,2066,7125
bus,20160811,off,2067,8192
bus,20160811,off,2778,74
bus,20160811,off,2526,1044
bus,20160811,off,2770,7559
bus,20160811,off,2557,92
bus,20160811,off,2774,632
bus,20160811,off,2782,161
bus,20160811,off,2776,185
bus,20160811,off,2777,1532
bus,20160811,off,2766,1263
bus,20160811,off,2768,3634
bus,20160811,off,2231,125
bus,20160811,off,2753,298
bus,20160811,off,2517,699
bus,20160811,off,2785,87
bus,20160811,off,2147,3933
bus,20160811,off,2527,1231
bus,20160811,off,2195,619
bus,20160811,off,2500,5200
bus,20160811,off,2783,69
bus,20160811,off,2146,1141
bus,20160811,off,2300,1272
bus,20160811,off,2303,731
bus,20160811,off,2302,1087
bus,20160811,off,2305,826
bus,20160811,off,2304,1084
bus,20160811,off,2307,119
bus,20160811,off,2306,131
bus,20160811,off,2173,756
bus,20160811,off,2079,236
bus,20160811,off,2108,135
bus,20160811,off,2176,4554
bus,20160811,off,2177,912
bus,20160811,off,2174,69
bus,20160811,off,2762,463
bus,20160811,off,2073,857
bus,20160811,off,2072,1464
bus,20160811,off,2071,718
bus,20160811,off,2070,801
bus,20160811,off,2077,3526
bus,20160811,off,2076,1350
bus,20160811,off,2075,2012
bus,20160811,off,2074,2539
bus,20160811,off,2289,1316
bus,20160811,off,2769,405
bus,20160811,off,2283,865
bus,20160811,off,2259,3259
bus,20160811,off,2559,269
bus,20160811,off,2280,1016
bus,20160811,off,2281,293
bus,20160811,off,2282,460
bus,20160811,off,2258,212
bus,20160811,off,2284,904
bus,20160811,off,2285,1016
bus,20160811,off,2286,173
bus,20160811,off,2287,1366
bus,20160811,off,2257,1508
bus,20160811,off,2203,1475
bus,20160811,off,2765,361
bus,20160811,off,2256,2217
bus,20160811,off,2171,1062
bus,20160811,off,2516,345
bus,20160811,off,2046,3979
bus,20160811,off,2047,4505
bus,20160811,off,2044,806
bus,20160811,off,2045,988
bus,20160811,off,2042,8108
bus,20160811,off,2043,359
bus,20160811,off,2040,5637
bus,20160811,off,2041,3371
bus,20160811,off,2107,693
bus,20160811,off,2278,91
bus,20160811,off,2048,1684
bus,20160811,off,2049,1985
bus,20160811,off,2168,3039
bus,20160811,off,2166,2999
bus,20160811,off,2165,5111
bus,20160811,off,2164,2145
bus,20160811,off,2167,821
bus,20160811,off,2148,13953
bus,20160811,off,2159,215
bus,20160811,off,2160,3274
bus,20160811,off,2163,466
bus,20160811,off,2162,1307
bus,20160811,off,2143,196
bus,20160811,off,2299,1236
bus,20160811,off,2298,658
bus,20160811,off,2779,196
bus,20160811,off,2293,46
bus,20160811,off,2292,851
bus,20160811,off,2291,286
bus,20160811,off,2290,2279
bus,20160811,off,2297,160
bus,20160811,off,2296,168
bus,20160811,off,2295,215
bus,20160811,off,2294,67
bus,20160811,off,2190,1397
bus,20160811,off,2191,321
bus,20160811,off,2192,727
bus,20160811,off,2193,1229
bus,20160811,off,2194,3612
bus,20160811,off,2161,916
bus,20160811,off,2196,1758
bus,20160811,off,2197,520
bus,20160811,off,2198,298
bus,20160811,off,2199,878
bus,20160811,off,2560,7469
bus,20160811,off,2200,8348
bus,20160811,off,2050,10651
bus,20160811,off,2128,371
bus,20160811,off,2204,5766
bus,20160811,off,2205,450
bus,20160811,off,2057,591
bus,20160811,off,2207,1859
bus,20160811,off,2208,1045
bus,20160811,off,2209,804
bus,20160811,off,2565,1396
bus,20160811,off,2564,991
bus,20160811,off,2567,1323
bus,20160811,off,2566,1668
bus,20160811,off,2118,2243
bus,20160811,off,2119,215
bus,20160811,off,2263,1333
bus,20160811,off,2110,1210
bus,20160811,off,2111,3276
bus,20160811,off,2112,5750
bus,20160811,off,2113,12689
bus,20160811,off,2114,2190
bus,20160811,off,2115,1337
bus,20160811,off,2116,1626
bus,20160811,off,2117,1482
bus,20160811,off,2330,907
bus,20160811,off,2773,159
bus,20160811,off,2264,467
bus,20160811,off,2752,54
bus,20160811,off,2122,5249
bus,20160811,off,2229,1073
bus,20160811,off,2334,95
bus,20160811,off,2335,441
bus,20160811,off,2213,799
bus,20160811,off,2212,1300
bus,20160811,off,2211,2266
bus,20160811,off,2210,2114
bus,20160811,off,2217,3011
bus,20160811,off,2216,4454
bus,20160811,off,2214,745
bus,20160811,off,2158,468
bus,20160811,off,2219,831
bus,20160811,off,2218,266
bus,20160811,off,2265,294
bus,20160811,off,2220,7430
bus,20160811,off,2150,23730
bus,20160811,off,2024,3086
bus,20160811,off,2025,1460
bus,20160811,off,2026,11722
bus,20160811,off,2027,2277
bus,20160811,off,2020,4666
bus,20160811,off,2021,7884
bus,20160811,off,2022,21641
bus,20160811,off,2023,1525
bus,20160811,off,2103,1954
bus,20160811,off,2102,476
bus,20160811,off,2101,2235
bus,20160811,off,2100,7480
bus,20160811,off,2028,720
bus,20160811,off,2029,1989
bus,20160811,off,2105,75
bus,20160811,off,2104,72
bus,20160811,off,2232,1897
bus,20160811,off,2750,4774
bus,20160811,off,2151,3467
bus,20160811,off,2234,2066
bus,20160811,off,2519,1211
bus,20160811,off,2570,890
bus,20160811,off,2528,1030
bus,20160811,off,2758,83
bus,20160811,off,2136,1822
bus,20160811,off,2137,1989
bus,20160811,off,2134,6210
bus,20160811,off,2135,5843
bus,20160811,off,2132,969
bus,20160811,off,2133,1285
bus,20160811,off,2130,278
bus,20160811,off,2131,3066
bus,20160811,off,2226,503
bus,20160811,off,2227,297
bus,20160811,off,2224,893
bus,20160811,off,2225,228
bus,20160811,off,2222,990
bus,20160811,off,2223,577
bus,20160811,off,2138,1831
bus,20160811,off,2221,1353
bus,20160811,off,2037,7355
bus,20160811,off,2036,3585
bus,20160811,off,2035,14603
bus,20160811,off,2034,5334
bus,20160811,off,2033,12036
bus,20160811,off,2032,8179
bus,20160811,off,2031,25124
bus,20160811,off,2030,2123
bus,20160811,off,2749,478
bus,20160811,off,2506,454
bus,20160811,off,2505,332
bus,20160811,off,2251,1004
bus,20160811,off,2039,5143
bus,20160811,off,2038,1659
bus,20160811,off,2756,639
bus,20160811,off,2759,841
bus,20160811,off,2206,1759
bus,20160811,off,2518,1666
bus,20160811,off,2558,355
bus,20160811,off,2250,7345
bus,20160811,off,2530,1697
bus,20160811,off,2780,891
bus,20160811,off,2121,3456
bus,20160811,off,2120,2124
bus,20160811,off,2088,8847
bus,20160811,off,2089,8369
bus,20160811,off,2125,3780
bus,20160811,off,2228,1150
bus,20160811,off,2127,2193
bus,20160811,off,2126,2405
bus,20160811,off,2082,161
bus,20160811,off,2083,76
bus,20160811,off,2233,999
bus,20160811,off,2081,283
bus,20160811,off,2086,2764
bus,20160811,off,2087,2238
bus,20160811,off,2084,501
bus,20160811,off,2085,1301
bus,20160811,off,2000,139836
bus,20160811,off,2007,5872
bus,20160811,off,2533,143
bus,20160811,off,2008,8537
bus,20160811,off,2009,2204
bus,20160811,off,2763,1790
bus,20160811,off,2754,93
bus,20160812,on,2095,5188
bus,20160812,on,2094,527
bus,20160812,on,2097,2080
bus,20160812,on,2096,1424
bus,20160812,on,2090,3867
bus,20160812,on,2093,5185
bus,20160812,on,2092,1008
bus,20160812,on,2099,8052
bus,20160812,on,2323,1875
bus,20160812,on,2322,658
bus,20160812,on,2321,525
bus,20160812,on,2320,1747
bus,20160812,on,2327,242
bus,20160812,on,2326,124
bus,20160812,on,2325,1036
bus,20160812,on,2324,1284
bus,20160812,on,2230,1340
bus,20160812,on,2529,1996
bus,20160812,on,2170,12125
bus,20160812,on,2154,7550
bus,20160812,on,2155,6540
bus,20160812,on,2156,296
bus,20160812,on,2157,62
bus,20160812,on,2019,2233
bus,20160812,on,2018,4296
bus,20160812,on,2152,1393
bus,20160812,on,2153,8899
bus,20160812,on,2015,2522
bus,20160812,on,2745,784
bus,20160812,on,2017,8260
bus,20160812,on,2016,4492
bus,20160812,on,2011,1885
bus,20160812,on,2010,17314
bus,20160812,on,2308,908
bus,20160812,on,2767,1160
bus,20160812,on,2747,1676
bus,20160812,on,2525,891
bus,20160812,on,2508,666
bus,20160812,on,2262,403
bus,20160812,on,2760,2667
bus,20160812,on,2106,853
bus,20160812,on,2260,1284
bus,20160812,on,2515,638
bus,20160812,on,2748,136
bus,20160812,on,2261,4500
bus,20160812,on,2179,89
bus,20160812,on,2761,2134
bus,20160812,on,2318,881
bus,20160812,on,2319,275
bus,20160812,on,2316,254
bus,20160812,on,2317,668
bus,20160812,on,2315,490
bus,20160812,on,2267,44
bus,20160812,on,2068,4066
bus,20160812,on,2069,1550
bus,20160812,on,2145,6481
bus,20160812,on,2144,2126
bus,20160812,on,-1,514
bus,20160812,on,2142,2619
bus,20160812,on,2141,3117
bus,20160812,on,2140,943
bus,20160812,on,2060,10022
bus,20160812,on,2061,797
bus,20160812,on,2062,1657
bus,20160812,on,2063,1309
bus,20160812,on,2064,1266
bus,20160812,on,2065,8144
bus,20160812,on,2066,7478
bus,20160812,on,2067,9027
bus,20160812,on,2778,58
bus,20160812,on,2526,1162
bus,20160812,on,2770,7296
bus,20160812,on,2557,112
bus,20160812,on,2774,620
bus,20160812,on,2782,169
bus,20160812,on,2776,320
bus,20160812,on,2777,1593
bus,20160812,on,2766,1240
bus,20160812,on,2768,3620
bus,20160812,on,2231,102
bus,20160812,on,2753,345
bus,20160812,on,2517,530
bus,20160812,on,2785,89
bus,20160812,on,2147,3911
bus,20160812,on,2527,1195
bus,20160812,on,2195,622
bus,20160812,on,2500,5391
bus,20160812,on,2783,97
bus,20160812,on,2146,1298
bus,20160812,on,2300,1441
bus,20160812,on,2303,737
bus,20160812,on,2302,979
bus,20160812,on,2305,905
bus,20160812,on,2304,1061
bus,20160812,on,2307,124
bus,20160812,on,2306,122
bus,20160812,on,2173,850
bus,20160812,on,2079,259
bus,20160812,on,2108,188
bus,20160812,on,2176,4633
bus,20160812,on,2177,928
bus,20160812,on,2174,58
bus,20160812,on,2762,523
bus,20160812,on,2073,854
bus,20160812,on,2072,1647
bus,20160812,on,2071,883
bus,20160812,on,2070,1081
bus,20160812,on,2077,3976
bus,20160812,on,2076,1328
bus,20160812,on,2075,2079
bus,20160812,on,2074,2769
bus,20160812,on,2289,1269
bus,20160812,on,2769,349
bus,20160812,on,2283,943
bus,20160812,on,2259,3454
bus,20160812,on,2559,283
bus,20160812,on,2280,1250
bus,20160812,on,2281,432
bus,20160812,on,2282,482
bus,20160812,on,2258,194
bus,20160812,on,2284,822
bus,20160812,on,2285,1100
bus,20160812,on,2286,167
bus,20160812,on,2287,1471
bus,20160812,on,2257,1694
bus,20160812,on,2203,1842
bus,20160812,on,2765,442
bus,20160812,on,2256,2375
bus,20160812,on,2171,1156
bus,20160812,on,2516,297
bus,20160812,on,2046,4582
bus,20160812,on,2047,4721
bus,20160812,on,2044,1272
bus,20160812,on,2045,1293
bus,20160812,on,2042,8505
bus,20160812,on,2043,556
bus,20160812,on,2040,6750
bus,20160812,on,2041,3395
bus,20160812,on,2107,917
bus,20160812,on,2278,127
bus,20160812,on,2048,560
bus,20160812,on,2049,1413
bus,20160812,on,2168,3324
bus,20160812,on,2166,2951
bus,20160812,on,2165,5212
bus,20160812,on,2164,2324
bus,20160812,on,2167,707
bus,20160812,on,2148,14551
bus,20160812,on,2159,381
bus,20160812,on,2160,3543
bus,20160812,on,2163,618
bus,20160812,on,2162,1353
bus,20160812,on,2143,206
bus,20160812,on,2299,1219
bus,20160812,on,2298,631
bus,20160812,on,2779,217
bus,20160812,on,2293,39
bus,20160812,on,2292,850
bus,20160812,on,2291,362
bus,20160812,on,2290,2301
bus,20160812,on,2297,176
bus,20160812,on,2296,229
bus,20160812,on,2295,272
bus,20160812,on,2294,65
bus,20160812,on,2190,1372
bus,20160812,on,2191,341
bus,20160812,on,2192,795
bus,20160812,on,2193,1037
bus,20160812,on,2194,4048
bus,20160812,on,2161,960
bus,20160812,on,2196,1750
bus,20160812,on,2197,570
bus,20160812,on,2198,403
bus,20160812,on,2199,898
bus,20160812,on,2560,7383
bus,20160812,on,2502,1255
bus,20160812,on,2200,8488
bus,20160812,on,2050,11037
bus,20160812,on,2128,321
bus,20160812,on,2204,5667
bus,20160812,on,2205,559
bus,20160812,on,2057,548
bus,20160812,on,2207,1879
bus,20160812,on,2208,1266
bus,20160812,on,2209,905
bus,20160812,on,2563,66
bus,20160812,on,2565,1466
bus,20160812,on,2564,1041
bus,20160812,on,2567,1357
bus,20160812,on,2566,1814
bus,20160812,on,2118,2361
bus,20160812,on,2119,195
bus,20160812,on,2263,1381
bus,20160812,on,2110,1492
bus,20160812,on,2111,3508
bus,20160812,on,2112,6073
bus,20160812,on,2113,12082
bus,20160812,on,2114,2543
bus,20160812,on,2115,1468
bus,20160812,on,2116,1139
bus,20160812,on,2117,1871
bus,20160812,on,2330,935
bus,20160812,on,2773,154
bus,20160812,on,2421,38
bus,20160812,on,2264,574
bus,20160812,on,2752,54
bus,20160812,on,2122,5728
bus,20160812,on,2229,1135
bus,20160812,on,2334,127
bus,20160812,on,2335,424
bus,20160812,on,2213,971
bus,20160812,on,2212,1288
bus,20160812,on,2211,2383
bus,20160812,on,2210,2222
bus,20160812,on,2217,3110
bus,20160812,on,2216,5066
bus,20160812,on,2214,668
bus,20160812,on,2158,616
bus,20160812,on,2219,859
bus,20160812,on,2218,393
bus,20160812,on,2265,267
bus,20160812,on,2220,8583
bus,20160812,on,2150,24906
bus,20160812,on,2024,3636
bus,20160812,on,2025,930
bus,20160812,on,2026,12877
bus,20160812,on,2027,1883
bus,20160812,on,2020,4784
bus,20160812,on,2021,8505
bus,20160812,on,2022,21559
bus,20160812,on,2023,1292
bus,20160812,on,2103,2290
bus,20160812,on,2102,674
bus,20160812,on,2101,2316
bus,20160812,on,2100,7759
bus,20160812,on,2028,1180
bus,20160812,on,2029,2049
bus,20160812,on,2105,93
bus,20160812,on,2104,93
bus,20160812,on,2232,2047
bus,20160812,on,2750,4597
bus,20160812,on,2151,3172
bus,20160812,on,2234,2503
bus,20160812,on,2519,894
bus,20160812,on,2570,1097
bus,20160812,on,2528,1089
bus,20160812,on,2758,106
bus,20160812,on,2136,789
bus,20160812,on,2137,2130
bus,20160812,on,2134,6740
bus,20160812,on,2135,6968
bus,20160812,on,2132,682
bus,20160812,on,2133,1356
bus,20160812,on,2130,242
bus,20160812,on,2131,2672
bus,20160812,on,2226,556
bus,20160812,on,2227,271
bus,20160812,on,2224,860
bus,20160812,on,2225,193
bus,20160812,on,2222,1062
bus,20160812,on,2223,598
bus,20160812,on,2138,1677
bus,20160812,on,2221,1599
bus,20160812,on,2037,7767
bus,20160812,on,2036,4803
bus,20160812,on,2035,14349
bus,20160812,on,2034,6958
bus,20160812,on,2033,14924
bus,20160812,on,2032,9166
bus,20160812,on,2031,19702
bus,20160812,on,2030,2202
bus,20160812,on,2749,446
bus,20160812,on,2506,505
bus,20160812,on,2505,290
bus,20160812,on,2251,1136
bus,20160812,on,2039,5143
bus,20160812,on,2038,3940
bus,20160812,on,2756,735
bus,20160812,on,2759,822
bus,20160812,on,2206,1649
bus,20160812,on,2518,1706
bus,20160812,on,2558,368
bus,20160812,on,2250,7667
bus,20160812,on,2530,1569
bus,20160812,on,2780,1260
bus,20160812,on,2121,3805
bus,20160812,on,2120,2538
bus,20160812,on,2088,10281
bus,20160812,on,2089,8547
bus,20160812,on,2125,3698
bus,20160812,on,2228,1265
bus,20160812,on,2127,2291
bus,20160812,on,2126,2720
bus,20160812,on,2082,195
bus,20160812,on,2083,74
bus,20160812,on,2233,1015
bus,20160812,on,2081,274
bus,20160812,on,2086,2798
bus,20160812,on,2087,2555
bus,20160812,on,2084,755
bus,20160812,on,2085,1597
bus,20160812,on,2000,136484
bus,20160812,on,2007,6162
bus,20160812,on,2533,157
bus,20160812,on,2008,3284
bus,20160812,on,2009,3052
bus,20160812,on,2763,1776
bus,20160812,on,2754,79
bus,20160812,off,2095,4506
bus,20160812,off,2094,497
bus,20160812,off,2097,1787
bus,20160812,off,2096,1284
bus,20160812,off,2090,3338
bus,20160812,off,2093,4343
bus,20160812,off,2092,1024
bus,20160812,off,2099,6782
bus,20160812,off,2323,1715
bus,20160812,off,2322,529
bus,20160812,off,2321,522
bus,20160812,off,2320,1702
bus,20160812,off,2327,223
bus,20160812,off,2326,80
bus,20160812,off,2325,826
bus,20160812,off,2324,1090
bus,20160812,off,2230,1169
bus,20160812,off,2529,1842
bus,20160812,off,2170,11307
bus,20160812,off,2154,6821
bus,20160812,off,2155,5851
bus,20160812,off,2156,195
bus,20160812,off,2157,76
bus,20160812,off,2019,2106
bus,20160812,off,2018,4652
bus,20160812,off,2152,1194
bus,20160812,off,2153,8236
bus,20160812,off,2015,3378
bus,20160812,off,2745,651
bus,20160812,off,2017,5709
bus,20160812,off,2016,3415
bus,20160812,off,2011,1742
bus,20160812,off,2010,22846
bus,20160812,off,2308,808
bus,20160812,off,2767,1430
bus,20160812,off,2747,1521
bus,20160812,off,2525,853
bus,20160812,off,2508,529
bus,20160812,off,2262,319
bus,20160812,off,2760,2601
bus,20160812,off,2106,759
bus,20160812,off,2260,1073
bus,20160812,off,2515,534
bus,20160812,off,2748,116
bus,20160812,off,2261,3867
bus,20160812,off,2179,70
bus,20160812,off,2761,1822
bus,20160812,off,2318,665
bus,20160812,off,2319,199
bus,20160812,off,2316,194
bus,20160812,off,2317,560
bus,20160812,off,2315,374
bus,20160812,off,2502,1163
bus,20160812,off,2068,3467
bus,20160812,off,2069,1081
bus,20160812,off,2145,6517
bus,20160812,off,2144,2082
bus,20160812,off,-1,60949
bus,20160812,off,2142,2941
bus,20160812,off,2141,2913
bus,20160812,off,2140,945
bus,20160812,off,2060,9454
bus,20160812,off,2061,503
bus,20160812,off,2062,1501
bus,20160812,off,2063,1128
bus,20160812,off,2064,818
bus,20160812,off,2065,8374
bus,20160812,off,2066,6552
bus,20160812,off,2067,8092
bus,20160812,off,2778,55
bus,20160812,off,2526,1084
bus,20160812,off,2770,6576
bus,20160812,off,2557,93
bus,20160812,off,2774,551
bus,20160812,off,2782,170
bus,20160812,off,2776,230
bus,20160812,off,2777,1430
bus,20160812,off,2766,1129
bus,20160812,off,2768,3219
bus,20160812,off,2231,112
bus,20160812,off,2753,285
bus,20160812,off,2517,569
bus,20160812,off,2785,71
bus,20160812,off,2147,3580
bus,20160812,off,2527,1140
bus,20160812,off,2195,613
bus,20160812,off,2500,4962
bus,20160812,off,2783,57
bus,20160812,off,2146,1067
bus,20160812,off,2300,1361
bus,20160812,off,2303,682
bus,20160812,off,2302,959
bus,20160812,off,2305,785
bus,20160812,off,2304,981
bus,20160812,off,2307,101
bus,20160812,off,2306,115
bus,20160812,off,2173,718
bus,20160812,off,2079,226
bus,20160812,off,2108,177
bus,20160812,off,2176,4078
bus,20160812,off,2177,833
bus,20160812,off,2174,58
bus,20160812,off,2762,431
bus,20160812,off,2073,840
bus,20160812,off,2072,1407
bus,20160812,off,2071,761
bus,20160812,off,2070,916
bus,20160812,off,2077,3446
bus,20160812,off,2076,1331
bus,20160812,off,2075,1868
bus,20160812,off,2074,2380
bus,20160812,off,2289,1124
bus,20160812,off,2769,330
bus,20160812,off,2283,770
bus,20160812,off,2259,2977
bus,20160812,off,2559,259
bus,20160812,off,2280,1001
bus,20160812,off,2281,323
bus,20160812,off,2282,376
bus,20160812,off,2258,181
bus,20160812,off,2284,823
bus,20160812,off,2285,943
bus,20160812,off,2286,154
bus,20160812,off,2287,1265
bus,20160812,off,2233,878
bus,20160812,off,2203,1435
bus,20160812,off,2765,328
bus,20160812,off,2256,2158
bus,20160812,off,2171,996
bus,20160812,off,2516,273
bus,20160812,off,2046,3999
bus,20160812,off,2047,4312
bus,20160812,off,2044,1059
bus,20160812,off,2045,870
bus,20160812,off,2042,8423
bus,20160812,off,2043,391
bus,20160812,off,2040,5729
bus,20160812,off,2041,3159
bus,20160812,off,2107,723
bus,20160812,off,2278,89
bus,20160812,off,2048,1544
bus,20160812,off,2049,1903
bus,20160812,off,2168,2932
bus,20160812,off,2166,2914
bus,20160812,off,2165,4785
bus,20160812,off,2164,2174
bus,20160812,off,2167,721
bus,20160812,off,2148,12951
bus,20160812,off,2159,244
bus,20160812,off,2160,3242
bus,20160812,off,2163,443
bus,20160812,off,2162,1299
bus,20160812,off,2143,171
bus,20160812,off,2299,1083
bus,20160812,off,2298,567
bus,20160812,off,2779,172
bus,20160812,off,2293,50
bus,20160812,off,2257,1517
