mode,date,tap,loc,count
train,20160814,off,Bellambi Station,54
train,20160814,off,Engadine Station,690
train,20160814,off,Cardiff Station,442
train,20160814,off,Mascot Station,4470
train,20160814,off,Hurstville Station,12186
train,20160814,off,Loftus Station,115
train,20160814,off,Woolooware Station,324
train,20160814,off,Carlingford Station,91
train,20160814,off,Wondabyne Station,37
train,20160814,off,Tempe Station,426
train,20160814,off,Martin Place Station,4988
train,20160814,off,Berowra Station,354
train,20160814,off,Pymble Station,687
train,20160814,off,Albion Park Station,102
train,20160814,off,Summer Hill Station,1596
train,20160814,off,Picton Station,67
train,20160814,off,Carlton Station,1041
train,20160814,off,Newcastle Station,77
train,20160814,off,Erskineville Station,1214
train,20160814,off,Oak Flats Station,203
train,20160814,off,Austinmer Station,46
train,20160814,off,Beecroft Station,646
train,20160814,off,Macquarie University Station,4694
train,20160814,off,Victoria Street Station,71
train,20160814,off,Eastwood Station,4791
train,20160814,off,Canterbury Station,1041
train,20160814,off,Hawkesbury River Station,254
train,20160814,off,Marayong Station,213
train,20160814,off,Kirrawee Station,481
train,20160814,off,Chester Hill Station,428
train,20160814,off,Campsie Station,4991
train,20160814,off,Ashfield Station,6883
train,20160814,off,Granville Station,3171
train,20160814,off,Tahmoor Station,68
train,20160814,off,St James Station,6171
train,20160814,off,Tascott Station,47
train,20160814,off,Westmead Station,2352
train,20160814,off,Chatswood Station,15417
train,20160814,off,Blacktown Station,7336
train,20160814,off,Belmore Station,1232
train,20160814,off,Kingswood Station,506
train,20160814,off,Burwood Station,9983
train,20160814,off,Epping Station,4955
train,20160814,off,Maitland Station,127
train,20160814,off,Arncliffe Station,1019
train,20160814,off,Harris Park Station,1335
train,20160814,off,Green Square Station,3066
train,20160814,off,Adamstown Station,55
train,20160814,off,Strathfield Station,14045
train,20160814,off,Campbelltown Station,2065
train,20160814,off,Faulconbridge Station,57
train,20160814,off,International Station,3199
train,20160814,off,Macdonaldtown Station,658
train,20160814,off,Canley Vale Station,1066
train,20160814,off,North Strathfield Station,828
train,20160814,off,Wollstonecraft Station,1001
train,20160814,off,West Ryde Station,1696
train,20160814,off,Waverton Station,952
train,20160814,off,Otford Station,140
train,20160814,off,Warwick Farm Station,806
train,20160814,off,Sydenham Station,2716
train,20160814,off,Homebush Station,1381
train,20160814,off,Bexley North Station,343
train,20160814,off,Doonside Station,773
train,20160814,off,Dulwich Hill Station,1243
train,20160814,off,UNKNOWN,11570
train,20160814,off,Wyee Station,136
train,20160814,off,Ingleburn Station,1019
train,20160814,off,Pennant Hills Station,1138
train,20160814,off,Caringbah Station,868
train,20160814,off,Kings Cross Station,9478
train,20160814,off,Concord West Station,702
train,20160814,off,Kingsgrove Station,1038
train,20160814,off,Redfern Station,8289
train,20160814,off,Parramatta Station,12974
train,20160814,off,Telopea Station,88
train,20160814,off,Fairfield Station,2732
train,20160814,off,Revesby Station,1467
train,20160814,off,Emu Plains Station,210
train,20160814,off,Cowan Station,67
train,20160814,off,Toongabbie Station,809
train,20160814,off,Sefton Station,168
train,20160814,off,Fairy Meadow Station,115
train,20160814,off,Rosehill Station,50
train,20160814,off,Hazelbrook Station,110
train,20160814,off,Petersham Station,1386
train,20160814,off,Woodford Station,61
train,20160814,off,Yagoona Station,696
train,20160814,off,Cheltenham Station,255
train,20160814,off,Metford Station,39
train,20160814,off,Woonona Station,74
train,20160814,off,Glenfield Station,1312
train,20160814,off,Kiama Station,625
train,20160814,off,Blackheath Station,201
train,20160814,off,Moss Vale Station,128
train,20160814,off,Regents Park Station,378
train,20160814,off,Gymea Station,682
train,20160814,off,Lidcombe Station,6826
train,20160814,off,Leppington Station,284
train,20160814,off,Lakemba Station,2065
train,20160814,off,Quakers Hill Station,588
train,20160814,off,Asquith Station,226
train,20160814,off,Padstow Station,1317
train,20160814,off,Panania Station,389
train,20160814,off,Banksia Station,608
train,20160814,off,Miranda Station,2333
train,20160814,off,Broadmeadow Station,892
train,20160814,off,East Hills Station,187
train,20160814,off,Hurlstone Park Station,542
train,20160814,off,Mulgrave Station,47
train,20160814,off,Mount Victoria Station,101
train,20160814,off,Warrawee Station,270
train,20160814,off,Como Station,235
train,20160814,off,Wentworth Falls Station,355
train,20160814,off,Lindfield Station,1180
train,20160814,off,Narara Station,62
train,20160814,off,Bardwell Park Station,308
train,20160814,off,Mount Druitt Station,2042
train,20160814,off,Blaxland Station,179
train,20160814,off,Edmondson Park Station,154
train,20160814,off,Fassifern Station,193
train,20160814,off,Pendle Hill Station,940
train,20160814,off,Seven Hills Station,1807
train,20160814,off,Hornsby Station,5454
train,20160814,off,Meadowbank Station,1412
train,20160814,off,Minnamurra Station,64
train,20160814,off,Lapstone Station,41
train,20160814,off,Carramar Station,239
train,20160814,off,St Leonards Station,4622
train,20160814,off,Penrith Station,2531
train,20160814,off,Minto Station,954
train,20160814,off,Woy Woy Station,1705
train,20160814,off,Ourimbah Station,74
train,20160814,off,Leightonfield Station,52
train,20160814,off,Holsworthy Station,873
train,20160810,on,Jannali Station,2806
train,20160810,on,Waterfall Station,452
train,20160810,on,Bankstown Station,8781
train,20160810,on,Dundas Station,251
train,20160810,on,Springwood Station,1281
train,20160810,on,Bowral Station,240
train,20160810,on,Birrong Station,1176
train,20160810,on,Waratah Station,175
train,20160810,on,Glenbrook Station,564
train,20160810,on,East Maitland Station,43
train,20160810,on,Heathcote Station,650
train,20160810,on,Allawah Station,2809
train,20160810,on,Lewisham Station,2590
train,20160810,on,Helensburgh Station,602
train,20160810,on,Port Kembla Station,74
train,20160810,on,St Marys Station,4325
train,20160810,on,Narwee Station,1912
train,20160810,on,Artarmon Station,6307
train,20160810,on,Warnervale Station,257
train,20160810,on,Koolewong Station,147
train,20160810,on,Beresfield Station,168
train,20160810,on,Stanwell Park Station,60
train,20160810,on,Morisset Station,754
train,20160810,on,Yennora Station,974
train,20160810,on,Macarthur Station,2800
train,20160810,on,Shellharbour Junction Station,171
train,20160810,on,Wollongong Station,1990
train,20160810,on,Berala Station,1882
train,20160810,on,Bomaderry Station,380
train,20160810,on,Kogarah Station,12253
train,20160810,on,Normanhurst Station,1708
train,20160810,on,St Peters Station,3916
train,20160810,on,Wentworthville Station,3562
train,20160810,on,Lithgow Station,235
train,20160810,on,Macquarie Park Station,4741
train,20160810,on,Guildford Station,2899
train,20160810,on,Vineyard Station,106
train,20160810,on,Wyong Station,1477
train,20160810,on,Museum Station,12635
train,20160810,on,Katoomba Station,1278
train,20160810,on,Gerringong Station,42
train,20160810,on,Central Station,117716
train,20160810,on,Lawson Station,175
train,20160810,on,Domestic Station,6941
train,20160810,on,Warabrook Station,415
train,20160810,on,Windsor Station,945
train,20160810,on,Mortdale Station,3699
train,20160810,on,Thornleigh Station,2135
train,20160810,on,Cronulla Station,2615
train,20160810,on,Werrington Station,1056
train,20160810,on,East Richmond Station,267
train,20160810,on,Mount Kuring-gai Station,246
train,20160810,on,Marrickville Station,4087
train,20160810,on,Oatley Station,2166
train,20160810,on,Towradgi Station,75
train,20160810,on,Croydon Station,2448
train,20160810,on,Punchbowl Station,2831
train,20160810,on,Olympic Park Station,2926
train,20160810,on,Leumeah Station,2797
train,20160810,on,Unanderra Station,432
train,20160810,on,Dapto Station,578
train,20160810,on,Bondi Junction Station,26464
train,20160810,on,Tuggerah Station,1346
train,20160810,on,Thirroul Station,1096
train,20160810,on,Flemington Station,4015
train,20160810,on,Merrylands Station,5579
train,20160810,on,Wiley Park Station,1889
train,20160810,on,Sutherland Station,7565
train,20160810,on,Beverly Hills Station,2487
train,20160810,on,Casula Station,299
train,20160810,on,Booragul Station,51
train,20160810,on,Wahroonga Station,2156
train,20160810,on,Edgecliff Station,9336
train,20160810,on,Riverstone Station,782
train,20160810,on,Bathurst Station,90
train,20160810,on,Medlow Bath Station,44
train,20160810,on,Point Clare Station,237
train,20160810,on,Thornton Station,173
train,20160810,on,Killara Station,2506
train,20160810,on,Clyde Station,807
train,20160810,on,Douglas Park Station,45
train,20160810,on,Milsons Point Station,8130
train,20160810,on,Gosford Station,5467
train,20160810,on,Berry Station,62
train,20160810,on,Turramurra Station,4294
train,20160810,on,Roseville Station,2902
train,20160810,on,Liverpool Station,8297
train,20160810,on,Town Hall Station,107878
train,20160810,on,Rydalmere Station,180
train,20160810,on,Stanmore Station,3746
train,20160810,on,Camellia Station,99
train,20160810,on,Waitara Station,3248
train,20160810,on,Macquarie Fields Station,1082
train,20160810,on,Villawood Station,529
train,20160810,on,Penshurst Station,3346
train,20160810,on,Schofields Station,1320
train,20160810,on,North Wollongong Station,2006
train,20160810,on,Auburn Station,11471
train,20160810,on,Circular Quay Station,29157
train,20160810,on,Gordon Station,6838
train,20160810,on,Bullaburra Station,94
train,20160810,on,Leura Station,473
train,20160810,on,Bulli Station,182
train,20160810,on,Cabramatta Station,8297
train,20160810,on,North Ryde Station,2137
train,20160810,on,Richmond Station,867
train,20160810,on,Mittagong Station,154
train,20160810,on,North Sydney Station,31653
train,20160810,on,Warrimoo Station,208
train,20160810,on,Newtown Station,8508
train,20160810,on,Corrimal Station,198
train,20160810,on,Denistone Station,672
train,20160810,on,Coniston Station,287
train,20160810,on,Rhodes Station,9322
train,20160810,on,Wynyard Station,77548
train,20160810,on,Riverwood Station,4364
train,20160810,on,Wolli Creek Station,6204
train,20160810,on,Bellambi Station,112
train,20160810,on,Engadine Station,1378
train,20160810,on,Cardiff Station,630
train,20160810,on,Mascot Station,11754
train,20160810,on,Hurstville Station,20429
train,20160810,on,Loftus Station,644
train,20160810,on,Woolooware Station,1204
train,20160810,on,Carlingford Station,404
train,20160810,on,Tempe Station,1565
train,20160810,on,Martin Place Station,23625
train,20160810,on,Berowra Station,1613
train,20160810,on,Pymble Station,2789
train,20160810,on,Albion Park Station,274
train,20160810,on,Minto Station,3394
train,20160810,on,Summer Hill Station,3667
train,20160810,on,Picton Station,208
train,20160810,on,Carlton Station,2961
train,20160810,on,Rockdale Station,10621
train,20160810,on,Erskineville Station,2710
train,20160810,on,Oak Flats Station,440
train,20160810,on,Austinmer Station,159
train,20160810,on,Beecroft Station,2155
train,20160810,on,Macquarie University Station,12787
train,20160810,on,Victoria Street Station,308
train,20160810,on,Eastwood Station,8175
train,20160810,on,Canterbury Station,2284
train,20160810,on,Hawkesbury River Station,211
train,20160810,on,Marayong Station,1018
train,20160810,on,Kirrawee Station,1492
train,20160810,on,Chester Hill Station,1123
train,20160810,on,Campsie Station,8074
train,20160810,on,Ashfield Station,13188
train,20160810,on,Singleton Station,35
train,20160810,on,Granville Station,6469
train,20160810,on,Tahmoor Station,154
train,20160810,on,St James Station,10491
train,20160810,on,Tascott Station,204
train,20160810,on,Westmead Station,7791
train,20160810,on,Chatswood Station,27466
train,20160810,on,Dora Creek Station,40
train,20160810,on,Blacktown Station,17103
train,20160810,on,Belmore Station,2750
train,20160810,on,Kingswood Station,2326
train,20160810,on,Burwood Station,17183
train,20160810,on,Epping Station,11481
train,20160810,on,Maitland Station,420
train,20160810,on,Arncliffe Station,2390
train,20160810,on,Harris Park Station,2546
train,20160810,on,Fairy Meadow Station,112
train,20160810,on,Rooty Hill Station,2831
train,20160810,on,Adamstown Station,54
train,20160810,on,Strathfield Station,24098
train,20160810,on,Campbelltown Station,5784
train,20160810,on,Faulconbridge Station,138
train,20160810,on,International Station,3735
train,20160810,on,Macdonaldtown Station,1459
train,20160810,on,Canley Vale Station,2777
train,20160810,on,North Strathfield Station,2818
train,20160810,on,Wollstonecraft Station,2841
train,20160810,on,West Ryde Station,4514
train,20160810,on,Waverton Station,2456
train,20160810,on,Otford Station,56
train,20160810,on,Warwick Farm Station,2444
train,20160810,on,Sydenham Station,6128
train,20160810,on,Homebush Station,2405
train,20160810,on,Bexley North Station,1233
train,20160810,on,Doonside Station,2657
train,20160810,on,Dulwich Hill Station,2653
train,20160810,on,UNKNOWN,14535
train,20160810,on,Wyee Station,235
train,20160810,on,Ingleburn Station,3482
train,20160810,on,Pennant Hills Station,3341
train,20160810,on,Caringbah Station,3029
train,20160810,on,Kings Cross Station,16003
train,20160810,on,Concord West Station,2331
train,20160810,on,Kingsgrove Station,2642
train,20160810,on,Redfern Station,28096
train,20160810,on,Parramatta Station,36721
train,20160810,on,Telopea Station,303
train,20160810,on,Fairfield Station,7435
train,20160810,on,Lisarow Station,204
train,20160810,on,Revesby Station,4312
train,20160810,on,Emu Plains Station,1633
train,20160810,on,Cowan Station,70
train,20160810,on,Niagara Park Station,155
train,20160810,on,Toongabbie Station,2543
train,20160810,on,Sefton Station,670
train,20160810,on,Green Square Station,9791
train,20160810,on,Telarah Station,123
train,20160810,on,Rosehill Station,147
train,20160810,on,Hazelbrook Station,391
train,20160810,on,Mount Colah Station,536
train,20160810,on,Petersham Station,3365
train,20160810,on,Woodford Station,123
train,20160810,on,Yagoona Station,1777
train,20160810,on,Cheltenham Station,1443
train,20160810,on,Metford Station,56
train,20160810,on,Woonona Station,177
train,20160810,on,Glenfield Station,5433
train,20160810,on,Kiama Station,579
train,20160810,on,Blackheath Station,231
train,20160810,on,Moss Vale Station,190
train,20160810,on,Regents Park Station,1189
train,20160810,on,Clarendon Station,101
train,20160810,on,Gymea Station,2294
train,20160810,on,Bargo Station,69
train,20160810,on,Lidcombe Station,12787
train,20160810,on,Valley Heights Station,97
train,20160810,on,Leppington Station,1365
train,20160810,on,Lakemba Station,3901
train,20160810,on,Quakers Hill Station,3130
train,20160810,on,Asquith Station,1372
train,20160810,on,Padstow Station,4281
train,20160810,on,Panania Station,1604
train,20160810,on,Banksia Station,1743
train,20160810,on,Miranda Station,3449
train,20160810,on,Broadmeadow Station,2040
train,20160810,on,East Hills Station,923
train,20160810,on,Hurlstone Park Station,1423
train,20160810,on,Mulgrave Station,337
train,20160810,on,Turrella Station,1259
train,20160810,on,Mount Victoria Station,89
train,20160810,on,Warrawee Station,1104
train,20160810,on,Como Station,787
train,20160810,on,Wentworth Falls Station,484
train,20160810,on,Lindfield Station,3653
train,20160810,on,Narara Station,427
train,20160810,on,Bardwell Park Station,1226
train,20160810,on,Coledale Station,35
train,20160810,on,Mount Druitt Station,7536
train,20160810,on,Blaxland Station,754
train,20160810,on,Edmondson Park Station,1058
train,20160810,on,Fassifern Station,398
train,20160810,on,Pendle Hill Station,3229
train,20160810,on,Seven Hills Station,6553
train,20160810,on,Hornsby Station,12265
train,20160810,on,Meadowbank Station,4647
train,20160810,on,Minnamurra Station,96
train,20160810,on,Lapstone Station,172
train,20160810,on,Carramar Station,541
train,20160810,on,St Leonards Station,18037
train,20160810,on,Penrith Station,7729
train,20160810,on,Goulburn Station,49
train,20160810,on,Woy Woy Station,4767
train,20160810,on,Ourimbah Station,385
train,20160810,on,Leightonfield Station,227
train,20160810,on,Holsworthy Station,3407
train,20160810,off,Jannali Station,2744
train,20160810,off,Waterfall Station,441
train,20160810,off,Bankstown Station,9045
train,20160810,off,Dundas Station,179
train,20160810,off,Springwood Station,1242
train,20160810,off,Bowral Station,221
train,20160810,off,Birrong Station,1052
train,20160810,off,Waratah Station,147
train,20160810,off,Glenbrook Station,506
train,20160810,off,East Maitland Station,38
train,20160810,off,Heathcote Station,579
train,20160810,off,Allawah Station,2584
train,20160810,off,Lewisham Station,2274
train,20160810,off,Helensburgh Station,564
train,20160810,off,Port Kembla Station,60
train,20160810,off,St Marys Station,4170
train,20160810,off,Narwee Station,1726
train,20160810,off,Artarmon Station,5842
train,20160810,off,Warnervale Station,255
train,20160810,off,Koolewong Station,110
train,20160810,off,Beresfield Station,163
train,20160810,off,Stanwell Park Station,47
train,20160810,off,Morisset Station,691
train,20160810,off,Yennora Station,979
train,20160810,off,Macarthur Station,2764
train,20160810,off,Shellharbour Junction Station,164
train,20160810,off,Wollongong Station,1997
train,20160810,off,Berala Station,1819
train,20160810,off,Bomaderry Station,309
train,20160810,off,Kogarah Station,11815
train,20160810,off,Normanhurst Station,1387
train,20160810,off,St Peters Station,3449
train,20160810,off,Wentworthville Station,3308
train,20160810,off,Lithgow Station,230
train,20160810,off,Macquarie Park Station,4603
train,20160810,off,Guildford Station,2607
train,20160810,off,Vineyard Station,102
train,20160810,off,Wyong Station,1424
train,20160810,off,Museum Station,13077
train,20160810,off,Katoomba Station,1297
train,20160810,off,Gerringong Station,36
train,20160810,off,Central Station,119012
train,20160810,off,Lawson Station,187
train,20160810,off,Domestic Station,6750
train,20160810,off,Warabrook Station,424
train,20160810,off,Windsor Station,895
train,20160810,off,Mortdale Station,3385
train,20160810,off,Thornleigh Station,2076
train,20160810,off,Cronulla Station,2511
train,20160810,off,Werrington Station,950
train,20160810,off,East Richmond Station,404
train,20160810,off,Mount Kuring-gai Station,247
train,20160810,off,Marrickville Station,3960
train,20160810,off,Oatley Station,2018
train,20160810,off,Towradgi Station,84
train,20160810,off,Croydon Station,2237
train,20160810,off,Punchbowl Station,2726
train,20160810,off,Olympic Park Station,2984
train,20160810,off,Leumeah Station,2747
train,20160810,off,Unanderra Station,409
train,20160810,off,Dapto Station,569
train,20160810,off,Bondi Junction Station,25964
train,20160810,off,Tuggerah Station,1348
train,20160810,off,Thirroul Station,1003
train,20160810,off,Flemington Station,3662
train,20160810,off,Merrylands Station,5421
train,20160810,off,Wiley Park Station,1726
train,20160810,off,Sutherland Station,7435
train,20160810,off,Beverly Hills Station,2307
train,20160810,off,Casula Station,276
train,20160810,off,Booragul Station,37
train,20160810,off,Wahroonga Station,1986
train,20160810,off,Edgecliff Station,8982
train,20160810,off,Riverstone Station,684
train,20160810,off,Bathurst Station,46
train,20160810,off,Medlow Bath Station,44
train,20160810,off,Point Clare Station,202
train,20160810,off,Thornton Station,149
train,20160810,off,Killara Station,2260
train,20160810,off,Clyde Station,763
train,20160810,off,Douglas Park Station,49
train,20160810,off,Milsons Point Station,8202
train,20160810,off,Gosford Station,5443
train,20160810,off,Berry Station,83
train,20160810,off,Turramurra Station,4169
train,20160810,off,Roseville Station,2688
train,20160810,off,Liverpool Station,8387
train,20160810,off,Town Hall Station,107100
train,20160810,off,Rydalmere Station,210
train,20160810,off,Stanmore Station,3394
train,20160810,off,Camellia Station,112
train,20160810,off,Waitara Station,3183
train,20160810,off,Macquarie Fields Station,983
train,20160810,off,Villawood Station,506
train,20160810,off,Penshurst Station,2991
train,20160810,off,Schofields Station,1308
train,20160810,off,North Wollongong Station,2091
train,20160810,off,Auburn Station,11324
train,20160810,off,Circular Quay Station,28193
train,20160810,off,Gordon Station,6671
train,20160810,off,Bullaburra Station,72
train,20160810,off,Leura Station,343
train,20160810,off,Bulli Station,166
train,20160810,off,Cabramatta Station,8213
train,20160810,off,North Ryde Station,2158
train,20160810,off,Richmond Station,722
train,20160810,off,Mittagong Station,151
train,20160810,off,North Sydney Station,32724
train,20160810,off,Warrimoo Station,202
train,20160810,off,Newtown Station,9156
train,20160810,off,Corrimal Station,186
train,20160810,off,Denistone Station,581
train,20160810,off,Coniston Station,257
train,20160810,off,Rhodes Station,8954
train,20160810,off,Wynyard Station,82483
train,20160810,off,Riverwood Station,4082
train,20160810,off,Wolli Creek Station,6162
train,20160810,off,Bellambi Station,89
train,20160810,off,Engadine Station,1323
train,20160810,off,Cardiff Station,591
train,20160810,off,Mascot Station,11695
train,20160810,off,Hurstville Station,21122
train,20160810,off,Loftus Station,609
train,20160810,off,Woolooware Station,1133
train,20160810,off,Carlingford Station,255
train,20160810,off,Tempe Station,1483
train,20160810,off,Martin Place Station,25509
train,20160810,off,Berowra Station,1516
train,20160810,off,Pymble Station,2442
train,20160810,off,Albion Park Station,225
train,20160810,off,Summer Hill Station,3474
train,20160810,off,Picton Station,188
train,20160810,off,Carlton Station,2709
train,20160810,off,Rockdale Station,10362
train,20160810,off,Erskineville Station,2494
train,20160810,off,Oak Flats Station,420
train,20160810,off,Austinmer Station,148
train,20160810,off,Beecroft Station,2033
train,20160810,off,Macquarie University Station,13453
train,20160810,off,Victoria Street Station,256
train,20160810,off,Eastwood Station,8002
train,20160810,off,Canterbury Station,2040
train,20160810,off,Hawkesbury River Station,217
train,20160810,off,Marayong Station,907
train,20160810,off,Kirrawee Station,1344
train,20160810,off,Chester Hill Station,993
train,20160810,off,Campsie Station,7934
train,20160810,off,Ashfield Station,12875
train,20160810,off,Granville Station,6228
train,20160810,off,Tahmoor Station,127
train,20160810,off,St James Station,10669
train,20160810,off,Tascott Station,181
train,20160810,off,Westmead Station,7486
train,20160810,off,Chatswood Station,28734
train,20160810,off,Dora Creek Station,45
train,20160810,off,Blacktown Station,17786
train,20160810,off,Belmore Station,2612
train,20160810,off,Kingswood Station,2204
train,20160810,off,Burwood Station,17387
train,20160810,off,Epping Station,11696
train,20160810,off,Maitland Station,415
train,20160810,off,Arncliffe Station,2182
train,20160810,off,Harris Park Station,2374
train,20160810,off,Fairy Meadow Station,115
train,20160810,off,Rooty Hill Station,2657
train,20160810,off,Adamstown Station,55
train,20160810,off,Strathfield Station,23858
train,20160810,off,Campbelltown Station,5867
train,20160810,off,Faulconbridge Station,128
train,20160810,off,International Station,4080
train,20160810,off,Macdonaldtown Station,1481
train,20160810,off,Canley Vale Station,2485
train,20160810,off,North Strathfield Station,2694
train,20160810,off,Wollstonecraft Station,2550
train,20160810,off,West Ryde Station,4424
train,20160810,off,Waverton Station,2211
train,20160810,off,Otford Station,44
train,20160810,off,Warwick Farm Station,2248
train,20160810,off,Sydenham Station,5757
train,20160810,off,Homebush Station,2347
train,20160810,off,Bexley North Station,1141
train,20160810,off,Doonside Station,2356
train,20160810,off,Dulwich Hill Station,2325
train,20160810,off,UNKNOWN,21273
train,20160810,off,Wyee Station,215
train,20160810,off,Ingleburn Station,3432
train,20160810,off,Pennant Hills Station,3478
train,20160810,off,Caringbah Station,2899
train,20160810,off,Kings Cross Station,16650
train,20160810,off,Concord West Station,2217
train,20160810,off,Kingsgrove Station,2500
train,20160810,off,Redfern Station,30093
train,20160810,off,Parramatta Station,38273
train,20160810,off,Telopea Station,214
train,20160810,off,Fairfield Station,7163
train,20160810,off,Lisarow Station,179
train,20160810,off,Revesby Station,4187
train,20160810,off,Emu Plains Station,1541
train,20160810,off,Cowan Station,55
train,20160810,off,Niagara Park Station,121
train,20160810,off,Toongabbie Station,2260
train,20160810,off,Sefton Station,527
train,20160810,off,Green Square Station,9558
train,20160810,off,Telarah Station,90
train,20160810,off,Rosehill Station,128
train,20160810,off,Hazelbrook Station,377
train,20160810,off,Mount Colah Station,494
train,20160810,off,Petersham Station,3251
train,20160810,off,Woodford Station,100
train,20160810,off,Yagoona Station,1575
train,20160810,off,Cheltenham Station,1242
train,20160810,off,Metford Station,53
train,20160810,off,Woonona Station,139
train,20160810,off,Glenfield Station,5194
train,20160810,off,Kiama Station,425
train,20160810,off,Blackheath Station,207
train,20160810,off,Moss Vale Station,164
train,20160810,off,Regents Park Station,1182
train,20160810,off,Clarendon Station,99
train,20160810,off,Gymea Station,2162
train,20160810,off,Bargo Station,71
train,20160810,off,Lidcombe Station,12493
train,20160810,off,Valley Heights Station,91
train,20160810,off,Leppington Station,1282
train,20160810,off,Lakemba Station,3685
train,20160810,off,Quakers Hill Station,2811
train,20160810,off,Asquith Station,1151
train,20160810,off,Kotara Station,37
train,20160810,off,Padstow Station,4039
train,20160810,off,Panania Station,1488
train,20160810,off,Banksia Station,1595
train,20160810,off,Miranda Station,3595
train,20160810,off,Broadmeadow Station,2034
train,20160810,off,East Hills Station,849
train,20160810,off,Hurlstone Park Station,1213
train,20160810,off,Mulgrave Station,349
train,20160810,off,Turrella Station,1159
train,20160810,off,Mount Victoria Station,76
train,20160810,off,Warrawee Station,1016
train,20160810,off,Como Station,690
train,20160810,off,Wentworth Falls Station,436
train,20160810,off,Lindfield Station,3430
train,20160810,off,Narara Station,354
train,20160810,off,Bardwell Park Station,1148
train,20160810,off,Coledale Station,36
train,20160810,off,Mount Druitt Station,7281
train,20160810,off,Blaxland Station,725
train,20160810,off,Edmondson Park Station,985
train,20160810,off,Fassifern Station,399
train,20160810,off,Pendle Hill Station,3050
train,20160810,off,Seven Hills Station,6408
train,20160810,off,Hornsby Station,12433
train,20160810,off,Meadowbank Station,4243
train,20160810,off,Minnamurra Station,93
train,20160810,off,Lapstone Station,154
train,20160810,off,Carramar Station,470
train,20160810,off,St Leonards Station,18331
train,20160810,off,Penrith Station,7791
train,20160810,off,Minto Station,3314
train,20160810,off,Woy Woy Station,4959
train,20160810,off,Ourimbah Station,374
train,20160810,off,Leightonfield Station,282
train,20160810,off,Holsworthy Station,3231
train,20160811,on,Jannali Station,2841
train,20160811,on,Waterfall Station,408
train,20160811,on,Bankstown Station,8625
train,20160811,on,Dundas Station,229
train,20160811,on,Springwood Station,1356
train,20160811,on,Bowral Station,231
train,20160811,on,Birrong Station,1146
train,20160811,on,Waratah Station,162
train,20160811,on,Glenbrook Station,547
train,20160811,on,Heathcote Station,636
train,20160811,on,Allawah Station,2872
train,20160811,on,Lewisham Station,2585
train,20160811,on,Helensburgh Station,617
train,20160811,on,Port Kembla Station,69
train,20160811,on,St Marys Station,4539
train,20160811,on,Narwee Station,1974
train,20160811,on,Artarmon Station,6422
train,20160811,on,Warnervale Station,241
train,20160811,on,Koolewong Station,150
train,20160811,on,Beresfield Station,193
train,20160811,on,Stanwell Park Station,72
train,20160811,on,Morisset Station,806
train,20160811,on,Yennora Station,1010
train,20160811,on,Macarthur Station,3047
train,20160811,on,Shellharbour Junction Station,153
train,20160811,on,Wollongong Station,1993
train,20160811,on,Berala Station,1930
train,20160811,on,Bomaderry Station,343
train,20160811,on,Kogarah Station,12278
train,20160811,on,Normanhurst Station,1755
train,20160811,on,St Peters Station,3971
train,20160811,on,Wentworthville Station,3677
train,20160811,on,Lithgow Station,231
train,20160811,on,Macquarie Park Station,4595
train,20160811,on,Guildford Station,2946
train,20160811,on,Vineyard Station,105
train,20160811,on,Wyong Station,1412
train,20160811,on,Museum Station,12726
train,20160811,on,Katoomba Station,1198
train,20160811,on,Camellia Station,98
train,20160811,on,Central Station,117757
train,20160811,on,Lawson Station,199
train,20160811,on,Domestic Station,7753
train,20160811,on,Warabrook Station,430
train,20160811,on,Windsor Station,857
train,20160811,on,Mortdale Station,3792
train,20160811,on,Thornleigh Station,2191
train,20160811,on,Cronulla Station,2484
train,20160811,on,Werrington Station,1134
train,20160811,on,East Richmond Station,293
train,20160811,on,Mount Kuring-gai Station,247
train,20160811,on,Marrickville Station,4098
train,20160811,on,Oatley Station,2212
train,20160811,on,Towradgi Station,84
train,20160811,on,Croydon Station,2626
train,20160811,on,Punchbowl Station,2759
train,20160811,on,Olympic Park Station,3098
train,20160811,on,Leumeah Station,2900
train,20160811,on,Unanderra Station,443
train,20160811,on,Dapto Station,576
train,20160811,on,Bondi Junction Station,26564
train,20160811,on,Tuggerah Station,1455
train,20160811,on,Thirroul Station,1080
train,20160811,on,Flemington Station,4034
train,20160811,on,Merrylands Station,5621
train,20160811,on,Wiley Park Station,1923
train,20160811,on,Sutherland Station,7610
train,20160811,on,Beverly Hills Station,2425
train,20160811,on,Casula Station,323
train,20160811,on,Booragul Station,58
train,20160811,on,Wahroonga Station,2234
train,20160811,on,Edgecliff Station,9562
train,20160811,on,Riverstone Station,847
train,20160811,on,Bathurst Station,81
train,20160811,on,Medlow Bath Station,47
train,20160811,on,Point Clare Station,238
train,20160811,on,Thornton Station,177
train,20160811,on,Killara Station,2536
train,20160811,on,Clyde Station,757
train,20160811,on,Douglas Park Station,37
train,20160811,on,Milsons Point Station,8569
train,20160811,on,Gosford Station,5388
train,20160811,on,Berry Station,68
train,20160811,on,Turramurra Station,4382
train,20160811,on,Roseville Station,2950
train,20160811,on,Liverpool Station,8586
train,20160811,on,Town Hall Station,113414
train,20160811,on,Rydalmere Station,171
train,20160811,on,Stanmore Station,3915
train,20160811,on,Gerringong Station,51
train,20160811,on,Waitara Station,3306
